clip_id,sequence,a_clip,s_learned,s_oracle,s0,ratio_learned_over_oracle,abs_log_scale_err_learned,abs_log_scale_err_const,rel_scale_err_learned,rel_scale_err_const,frame_median_std,frame_median_range,median_abs_r_shape,rms_r_shape,rms_r,scalar_energy_fraction,n_support_px,frame_median_0,frame_median_1,frame_median_2,frame_median_3,frame_median_4
08_000325_000345_s5,08,0.11954102665185928,30.8414839206332,34.95202170757832,27.3665,0.8823948491067151,0.12511564842761214,0.24465667507947142,0.11760515089328494,0.21702669364998772,0.05290025009961397,0.13518014550209045,0.08402595669031143,0.08623529985434572,0.14609168447047147,0.6695499307611954,322273,0.20473991334438324,0.2140980288386345,0.17544078081846237,0.11209970712661743,0.07891788333654404
08_000350_000370_s5,08,0.1350661665201187,31.324038443003147,32.715071794604285,27.3665,0.9574803515537276,0.043450078708405115,0.17851624522852427,0.04251964844627243,0.16348953253669551,0.011346683344319463,0.0315241813659668,0.024370968341827393,0.07366077654260245,0.12537162531034557,1.1606322539837517,305075,0.13166194409132004,0.13751766085624695,0.15655486285686493,0.12701259553432465,0.12503068149089813
08_000375_000395_s5,08,0.14340072125196457,31.586201343761893,32.40119745443536,27.3665,0.9748467286797172,0.02547502169585414,0.1688757429478187,0.025153271320282777,0.15538615390728927,0.010004881842854956,0.028349846601486206,0.021775931119918823,0.07741523976007744,0.1321971448590299,1.1766804022449804,275830,0.13737128674983978,0.143497496843338,0.14405791461467743,0.165721133351326,0.14075863361358643
08_000400_000420_s5,08,0.06080418452620506,29.082127846865994,30.75877789530925,27.3665,0.9454903554962453,0.056051591362677566,0.11685577588888263,0.05450964450375473,0.1102864979504462,0.020565761309029935,0.04607540741562843,0.031696949154138565,0.04172268819485294,0.07040277267181191,0.7459116840589738,261609,0.05220862105488777,0.08993197605013847,0.05166256055235863,0.09633015468716621,0.05025474727153778
08_000425_000445_s5,08,0.05693310685455799,28.96976629158164,30.04906359422687,27.3665,0.964082165180928,0.03657875441359337,0.09351186126815136,0.03591783481907196,0.08927278501757552,0.010596035337041421,0.030818583443760872,0.023708345368504524,0.03900589090979533,0.06182725943460527,0.8479490840856079,285200,0.05039948970079422,0.04374904744327068,0.06267383694648743,0.06016166880726814,0.07456763088703156
08_000450_000470_s5,08,0.09832566976547241,30.194062750977388,31.2086936417821,27.3665,0.9674888381279013,0.03305139096345622,0.13137706072892907,0.03251116187209868,0.12311292763110682,0.01020471821274924,0.02817540615797043,0.02442866563796997,0.054529233355916626,0.096771758024392,1.0323728272756536,300233,0.11010794341564178,0.1068362146615982,0.10347787290811539,0.094008918851614,0.08193253725767136
08_000475_000495_s5,08,-0.0011554434895515442,27.334897816527633,27.950692735436856,27.3665,0.9779685274802332,0.02227778995568208,0.021122346466130537,0.02203147251976678,0.02090083208192539,0.0054060282355828234,0.015063314465805888,0.01118853036314249,0.027857811425736404,0.0278815137747149,0.0017173733574141023,330413,-0.00774331740103662,0.0010528260609135032,0.007319997064769268,0.001911184866912663,-0.005430828081443906
08_000500_000520_s5,08,-0.14145821332931519,23.75662465215412,23.938687353911252,27.3665,0.9923946246899212,0.007634443654451317,0.13382376967486387,0.007605375310078766,0.14319133691048802,0.009438623498529433,0.026683613657951355,0.028046198189258575,0.07327553956064246,0.13457227120600715,1.104956478681067,327089,-0.14240702986717224,-0.15431740880012512,-0.1514570191502571,-0.139922633767128,-0.12763379514217377
08_000525_000545_s5,08,-0.10818566009402275,24.560365314659894,24.28718038355654,27.3665,1.0112481122464225,0.011185322636211303,0.11937098273023405,0.011248112246422526,0.12678785959560335,0.014820082159416114,0.04404353350400925,0.03133842721581459,0.06391276149002134,0.1081227124777053,1.0011647125476286,341396,-0.11635391041636467,-0.08754537254571915,-0.10470695793628693,-0.1315889060497284,-0.118673175573349
08_000550_000570_s5,08,-0.06277213245630264,25.701452432343363,24.83567265847025,27.3665,1.0348603311768096,0.03426647188844978,0.09703860434475242,0.034860331176809645,0.10190291103980242,0.01553792023122405,0.04288631118834019,0.02983928471803665,0.04700919088599465,0.07249588546520323,0.7497337259866116,344395,-0.06881101801991463,-0.09137805923819542,-0.04849174804985523,-0.05138994753360748,-0.07200467213988304
08_000575_000595_s5,08,-0.1309276968240738,24.00811602315628,22.712822020714302,27.3665,1.0570291970438837,0.05546232906467852,0.18639002588875186,0.05702919704388365,0.20489210786055123,0.01860920161132137,0.05548083037137985,0.037739936262369156,0.07750124781764293,0.1294695797411848,1.022651311850294,339810,-0.14119409024715424,-0.134682796895504,-0.15266701579093933,-0.09718618541955948,-0.13299141824245453
08_000600_000620_s5,08,-0.04057244956493378,26.27839682321606,25.848347734795542,27.3665,1.01663739179126,0.016500506577211027,0.057072956142144804,0.016637391791259892,0.05873304865675455,0.031835416510321686,0.0831310823559761,0.037176752695813775,0.04857632000162101,0.06827807235638672,0.35310181922626316,331637,-0.0240268986672163,-0.018382981419563293,-0.06146932765841484,-0.0790804848074913,-0.1015140637755394
08_000625_000645_s5,08,-0.024515997618436813,26.703740254121094,24.850083747930526,27.3665,1.0745935717961086,0.07194251734430024,0.09645851496273661,0.0745935717961086,0.10126389422245041,0.011897476688838317,0.03141869977116585,0.026303893653675914,0.040238077138430944,0.05043954794862779,0.23624181449901818,341904,-0.01843131799250841,-0.03677544742822647,-0.04274178668856621,-0.03486798331141472,-0.01132308691740036
08_000650_000670_s5,08,-0.037949711084365845,26.347408646194186,25.62140436079542,27.3665,1.0283358505714721,0.02794181656774164,0.06589152765210748,0.028335850571472143,0.06811085039018527,0.012250100181876677,0.03455375228077173,0.02486240863800049,0.034730506152208525,0.04925346581274283,0.5936676117352465,341691,-0.03877882659435272,-0.022044899873435497,-0.03359952196478844,-0.05050881206989288,-0.05659865215420723
08_000675_000695_s5,08,0.0287471953779459,28.16462711671113,27.849689963903824,27.3665,1.0113084617177246,0.011244999059701222,0.017502196318244678,0.011308461717724594,0.017349922549590002,0.0120808647586971,0.035222649574279785,0.02655978687107563,0.03416634049894897,0.044633929086539764,0.41482098946703466,360177,0.01412460207939148,0.03268619626760483,0.04308350756764412,0.03012562356889248,0.049347251653671265
