clip_id,config,depth_scale_kind,resid,pose,pose_scale_kind,s_depth,s_pose,iou,precision,recall,n_pred_occupied,n_points,in_grid_fraction,out_of_grid_fraction,n_masked_px
08_000050_000070_s5,C0,const,none,pred,const,27.3665,27.3665,0.11909118414038525,0.6167045920841572,0.12861065946803793,26807,268474,0.7622563078733882,0.23774369212661184,268474
08_000050_000070_s5,C1,const,full,pred,const,27.3665,27.3665,0.055448726391486444,0.265372372277727,0.06550337241234451,31729,268474,0.7603306092954998,0.23966939070450022,268474
08_000050_000070_s5,C2,learned,none,pred,const,25.076819286379415,27.3665,0.0648812337711275,0.35222792531429,0.07367184521910956,26886,268474,0.7718289294307829,0.22817107056921715,268474
08_000050_000070_s5,C3,learned,none,pred,learned,25.076819286379415,25.076819286379415,0.06885905670259393,0.37624731709153897,0.07773274312875847,26557,268474,0.7846271892250274,0.2153728107749726,268474
08_000050_000070_s5,C4,const,shape,pred,const,27.3665,27.3665,0.10704821366631981,0.4971647657709904,0.12004543226780144,31038,268474,0.7330542249901294,0.2669457750098706,268474
08_000050_000070_s5,C5,learned,shape,pred,learned,25.076819286379415,25.076819286379415,0.057616354073633025,0.27805625618594554,0.0677516473086827,31321,268474,0.7727414945208847,0.2272585054791153,268474
08_000050_000070_s5,O0,oracle,none,pred,oracle,28.674226241614992,28.674226241614992,0.11232983894922155,0.6203737046372985,0.12062111511323059,24993,268474,0.7389616871652376,0.2610383128347624,268474
08_000050_000070_s5,O1,oracle,shape,pred,oracle,28.674226241614992,28.674226241614992,0.11586298730734361,0.5640884168419601,0.1272570268314883,28999,268474,0.7028725314183124,0.2971274685816876,268474
08_000050_000070_s5,G0,oracle,none,gt,none,28.674226241614992,1.0,0.1104542333682651,0.6087631945827524,0.11889406657694312,25105,268474,0.7403621952218837,0.25963780477811627,268474
08_000050_000070_s5,G1,oracle,shape,gt,none,28.674226241614992,1.0,0.10833204383361233,0.5304997761168325,0.1198198268283765,29033,268474,0.7029879988378763,0.2970120011621237,268474
08_000075_000095_s5,C0,const,none,pred,const,27.3665,27.3665,0.014504859047466068,0.061214113818933664,0.018654519537665396,29503,273500,0.6958939670932358,0.3041060329067642,273500
08_000075_000095_s5,C1,const,full,pred,const,27.3665,27.3665,0.10625184408091007,0.33970075727799176,0.1339076363711485,38163,273500,0.7383180987202925,0.2616819012797075,273500
08_000075_000095_s5,C2,learned,none,pred,const,30.61955444057437,27.3665,0.09512296790329304,0.33027469823718414,0.11785607304804106,34547,273500,0.7227495429616088,0.27725045703839124,273500
08_000075_000095_s5,C3,learned,none,pred,learned,30.61955444057437,30.61955444057437,0.09177673126950005,0.32548205280332243,0.11333188724654747,33710,273500,0.6825594149908593,0.31744058500914074,273500
08_000075_000095_s5,C4,const,shape,pred,const,27.3665,27.3665,0.026896942242355604,0.10130631831511597,0.03532583434042949,33759,273500,0.7065301645338209,0.2934698354661791,273500
08_000075_000095_s5,C5,learned,shape,pred,learned,30.61955444057437,30.61955444057437,0.10053082890975909,0.3243998208026985,0.12715234524289093,37947,273500,0.6948994515539305,0.3051005484460695,273500
08_000075_000095_s5,O0,oracle,none,pred,oracle,33.186537970329574,33.186537970329574,0.12941105572630146,0.437281824528741,0.15526840403664796,34376,273500,0.6708446069469836,0.32915539305301644,273500
08_000075_000095_s5,O1,oracle,shape,pred,oracle,33.186537970329574,33.186537970329574,0.1289225080412998,0.41374732450079926,0.157737080763947,36909,273500,0.6691919561243145,0.3308080438756855,273500
08_000075_000095_s5,G0,oracle,none,gt,none,33.186537970329574,1.0,0.12313006396588486,0.41397602798646554,0.14912253519671945,34874,273500,0.6589542961608775,0.34104570383912247,273500
08_000075_000095_s5,G1,oracle,shape,gt,none,33.186537970329574,1.0,0.12206859610652651,0.3915015837225533,0.15065125551320588,37254,273500,0.6576489945155393,0.34235100548446074,273500
08_000100_000120_s5,C0,const,none,pred,const,27.3665,27.3665,0.013992249191410006,0.07230620972113473,0.017053768023297108,33206,296897,0.6029060583299932,0.3970939416700068,296897
08_000100_000120_s5,C1,const,full,pred,const,27.3665,27.3665,0.09213290512640958,0.38037085036387197,0.10840258541089566,40124,296078,0.6655036848398057,0.3344963151601943,296078
08_000100_000120_s5,C2,learned,none,pred,const,35.43657313946183,27.3665,0.09418800684198221,0.4132383111974949,0.10872931316144613,37044,295755,0.6381937752531657,0.3618062247468343,295755
08_000100_000120_s5,C3,learned,none,pred,learned,35.43657313946183,35.43657313946183,0.09008670139737827,0.4342308040975433,0.10206690816109099,33093,295755,0.559821473855049,0.440178526144951,295755
08_000100_000120_s5,C4,const,shape,pred,const,27.3665,27.3665,0.012021612405244119,0.05979771353256354,0.01482349598693089,34901,296897,0.6071162726467428,0.39288372735325716,296897
08_000100_000120_s5,C5,learned,shape,pred,learned,35.43657313946183,35.43657313946183,0.0902107459699562,0.3902187970123255,0.10501456069323105,37889,296078,0.5805564749829437,0.4194435250170563,296078
08_000100_000120_s5,O0,oracle,none,pred,oracle,38.16029060143091,38.16029060143091,0.05117863281102984,0.3045425702661341,0.0579515590595923,26791,295120,0.5444564922743291,0.45554350772567087,295120
08_000100_000120_s5,O1,oracle,shape,pred,oracle,38.16029060143091,38.16029060143091,0.05637574000835196,0.29398578107986933,0.06520349456637545,31226,295185,0.5592255704050002,0.4407744295949998,295185
08_000100_000120_s5,G0,oracle,none,gt,none,38.16029060143091,1.0,0.04484709508862282,0.2755514493590484,0.05084167909652674,25977,295120,0.5318955001355381,0.4681044998644619,295120
08_000100_000120_s5,G1,oracle,shape,gt,none,38.16029060143091,1.0,0.05009632725415007,0.2729742420177086,0.05780950351587471,29816,295185,0.538343750529329,0.46165624947067097,295185
08_000125_000145_s5,C0,const,none,pred,const,27.3665,27.3665,0.0278139581648089,0.16276644112219518,0.03245762802256994,37391,336885,0.6208468765305668,0.3791531234694332,336885
08_000125_000145_s5,C1,const,full,pred,const,27.3665,27.3665,0.07395750295500152,0.3441197160580674,0.08609324501615949,46911,336885,0.6686821912522077,0.33131780874779226,336885
08_000125_000145_s5,C2,learned,none,pred,const,30.84572447093761,27.3665,0.07189838546409241,0.3503694026488873,0.08295734536494832,44396,336885,0.6538047108063583,0.34619528919364173,336885
08_000125_000145_s5,C3,learned,none,pred,learned,30.84572447093761,30.84572447093761,0.07219742098419449,0.3760299259186817,0.08202404189732596,40901,336885,0.5947608234263918,0.4052391765736082,336885
08_000125_000145_s5,C4,const,shape,pred,const,27.3665,27.3665,0.03363702623906706,0.18742068125285546,0.03938007317099186,39398,336885,0.6182703296377102,0.3817296703622898,336885
08_000125_000145_s5,C5,learned,shape,pred,learned,30.84572447093761,30.84572447093761,0.07377729298353564,0.3694013303769401,0.0844079656117671,42845,336885,0.5990026270092168,0.4009973729907832,336885
08_000125_000145_s5,O0,oracle,none,pred,oracle,31.930175352630194,31.930175352630194,0.07536982387549106,0.38800590270217966,0.08553859609825819,41337,336877,0.5875646007296431,0.4124353992703569,336877
08_000125_000145_s5,O1,oracle,shape,pred,oracle,31.930175352630194,31.930175352630194,0.0762050625936804,0.37977334605449936,0.0870372148091261,42973,336885,0.5932617955682206,0.40673820443177944,336885
08_000125_000145_s5,G0,oracle,none,gt,none,31.930175352630194,1.0,0.07446384063311162,0.38317915026207094,0.08460529263063582,41401,336877,0.577495643810649,0.422504356189351,336877
08_000125_000145_s5,G1,oracle,shape,gt,none,31.930175352630194,1.0,0.07257299585550815,0.3694137233916042,0.08283468262348938,42045,336885,0.5755020259138875,0.42449797408611245,336885
08_000150_000170_s5,C0,const,none,pred,const,27.3665,27.3665,0.05641247696345308,0.41894117647058826,0.06120098994019112,25500,316094,0.49479268825096334,0.5052073117490367,316094
08_000150_000170_s5,C1,const,full,pred,const,27.3665,27.3665,0.035904483765676,0.2822706065318818,0.03951167533628177,24434,315999,0.4674603400643673,0.5325396599356327,315999
08_000150_000170_s5,C2,learned,none,pred,const,31.60820864370529,27.3665,0.02862215498720959,0.2561824165491302,0.03121634317926625,21270,315327,0.4562406644530915,0.5437593355469085,315327
08_000150_000170_s5,C3,learned,none,pred,learned,31.60820864370529,31.60820864370529,0.0249880933481505,0.24676003344481606,0.02705149063910722,19136,315327,0.38754689576217705,0.612453104237823,315327
08_000150_000170_s5,C4,const,shape,pred,const,27.3665,27.3665,0.0687152482157685,0.4540403514254957,0.0749043286968079,28797,316260,0.5102415733889838,0.4897584266110162,316260
08_000150_000170_s5,C5,learned,shape,pred,learned,31.60820864370529,31.60820864370529,0.031927837214180826,0.27408607959661446,0.03487705951098788,22212,315999,0.40386203753809347,0.5961379624619065,315999
08_000150_000170_s5,O0,oracle,none,pred,oracle,32.90385599055384,32.90385599055384,0.022277753018823877,0.23164340486567,0.024055317491234903,18127,314931,0.354461770991106,0.645538229008894,314931
08_000150_000170_s5,O1,oracle,shape,pred,oracle,32.90385599055384,32.90385599055384,0.029100417970637036,0.2586094260382641,0.031749123490455784,21430,315806,0.37519236493290187,0.6248076350670981,315806
08_000150_000170_s5,G0,oracle,none,gt,none,32.90385599055384,1.0,0.029118035062437417,0.27914063690385493,0.031485597745136235,19689,314931,0.37113526455001256,0.6288647354499874,314931
08_000150_000170_s5,G1,oracle,shape,gt,none,32.90385599055384,1.0,0.03658012289495208,0.3013432384572194,0.039969980980315775,23153,315806,0.3900622534087383,0.6099377465912617,315806
08_000175_000195_s5,C0,const,none,pred,const,27.3665,27.3665,0.026650875267202032,0.14109622560714505,0.03181181857677799,32694,331957,0.5339998855273423,0.46600011447265766,331957
08_000175_000195_s5,C1,const,full,pred,const,27.3665,27.3665,0.08739474736383546,0.3935875728990298,0.10099373142356681,37209,331948,0.573183149167942,0.426816850832058,331948
08_000175_000195_s5,C2,learned,none,pred,const,34.50325783374962,27.3665,0.08815945278266984,0.4071113331667916,0.10114544614472205,36027,331795,0.5725764402718546,0.4274235597281454,331795
08_000175_000195_s5,C3,learned,none,pred,learned,34.50325783374962,34.50325783374962,0.0834145153433999,0.4160213780328566,0.09447689453758043,32931,331795,0.5054325713166262,0.4945674286833738,331795
08_000175_000195_s5,C4,const,shape,pred,const,27.3665,27.3665,0.02758593180160467,0.1370611551528879,0.03338413477784138,35320,331957,0.5372804308991828,0.46271956910081724,331957
08_000175_000195_s5,C5,learned,shape,pred,learned,34.50325783374962,34.50325783374962,0.08220898153346494,0.39748978400467017,0.09391141239509272,34260,331948,0.5046181932109849,0.4953818067890151,331948
08_000175_000195_s5,O0,oracle,none,pred,oracle,36.29473796867138,36.29473796867138,0.059654333663354236,0.3439636338008316,0.06731306332710384,28378,331299,0.4784529986507656,0.5215470013492344,331299
08_000175_000195_s5,O1,oracle,shape,pred,oracle,36.29473796867138,36.29473796867138,0.05911443497654574,0.32789861162470163,0.06726479046128171,29747,331849,0.47341712646414486,0.5265828735358551,331849
08_000175_000195_s5,G0,oracle,none,gt,none,36.29473796867138,1.0,0.06466532378303706,0.35490981963927853,0.07327821031798026,29940,331299,0.49249469512434385,0.5075053048756561,331299
08_000175_000195_s5,G1,oracle,shape,gt,none,36.29473796867138,1.0,0.06362265516617407,0.33668486067222064,0.07274031267024805,31329,331849,0.4858715861732294,0.5141284138267705,331849
08_000200_000220_s5,C0,const,none,pred,const,27.3665,27.3665,0.025201749777145455,0.18308530256894112,0.02839469220792178,23317,308075,0.5469155238172523,0.4530844761827477,308075
08_000200_000220_s5,C1,const,full,pred,const,27.3665,27.3665,0.09795908641416368,0.4841454438392463,0.10937510392763311,33965,308075,0.5958386756471639,0.40416132435283614,308075
08_000200_000220_s5,C2,learned,none,pred,const,33.409392282439846,27.3665,0.09345678355416023,0.4568629151131536,0.10513818218098374,34599,308066,0.6037472489661306,0.39625275103386937,308066
08_000200_000220_s5,C3,learned,none,pred,learned,33.409392282439846,33.409392282439846,0.09112438839666759,0.4861935152817421,0.10083474674914364,31181,308066,0.5312238286600923,0.4687761713399077,308066
08_000200_000220_s5,C4,const,shape,pred,const,27.3665,27.3665,0.02396267759949106,0.17320219696002043,0.02705776713558815,23487,308075,0.5412578105980687,0.45874218940193134,308075
08_000200_000220_s5,C5,learned,shape,pred,learned,33.409392282439846,33.409392282439846,0.09401545443100957,0.48779198158688686,0.10431341248461871,32151,308075,0.5334285482431226,0.4665714517568774,308075
08_000200_000220_s5,O0,oracle,none,pred,oracle,35.4463497065663,35.4463497065663,0.0776763694622959,0.44251871602912524,0.08610196547939739,29253,308037,0.5242616958352406,0.4757383041647594,308037
08_000200_000220_s5,O1,oracle,shape,pred,oracle,35.4463497065663,35.4463497065663,0.08191496372448583,0.4520747230947264,0.09094416176128238,30245,308075,0.528231761746328,0.471768238253672,308075
08_000200_000220_s5,G0,oracle,none,gt,none,35.4463497065663,1.0,0.07110805724016371,0.41150029390408355,0.07915793674548538,28921,308037,0.5266575119222691,0.47334248807773094,308037
08_000200_000220_s5,G1,oracle,shape,gt,none,35.4463497065663,1.0,0.07734389963608504,0.4358325744544504,0.08594898400345871,29649,308075,0.5319029457112716,0.4680970542887284,308075
08_000225_000245_s5,C0,const,none,pred,const,27.3665,27.3665,0.03120519289977659,0.18717914527635177,0.036096557487705315,29998,302801,0.6255395457742874,0.3744604542257126,302801
08_000225_000245_s5,C1,const,full,pred,const,27.3665,27.3665,0.10171521352364392,0.4935739830129638,0.1135675484555302,35792,302801,0.6781483548601227,0.3218516451398773,302801
08_000225_000245_s5,C2,learned,none,pred,const,32.452470849518654,27.3665,0.10363798715326786,0.4994447529150472,0.11565041303718941,36020,302801,0.6571973011978164,0.3428026988021836,302801
08_000225_000245_s5,C3,learned,none,pred,learned,32.452470849518654,32.452470849518654,0.09976213714225601,0.5232665072650359,0.10973610620037928,32622,302801,0.6043738296769166,0.39562617032308345,302801
08_000225_000245_s5,C4,const,shape,pred,const,27.3665,27.3665,0.03329739293909485,0.19226103058553093,0.038712995403555016,31322,302801,0.6356683102103362,0.3643316897896638,302801
08_000225_000245_s5,C5,learned,shape,pred,learned,32.452470849518654,32.452470849518654,0.0986663894327679,0.4927741079412698,0.10981967792742117,34667,302801,0.6196148625665041,0.3803851374334959,302801
08_000225_000245_s5,O0,oracle,none,pred,oracle,33.520522868313286,33.520522868313286,0.08730116943669305,0.49242699224550407,0.09593391404969304,30305,302801,0.5930594680995109,0.40694053190048907,302801
08_000225_000245_s5,O1,oracle,shape,pred,oracle,33.520522868313286,33.520522868313286,0.09266684023257832,0.48088990302338847,0.10296679630998683,33307,302801,0.6027688151624334,0.3972311848375666,302801
08_000225_000245_s5,G0,oracle,none,gt,none,33.520522868313286,1.0,0.08364610315236735,0.4921040809979612,0.09154961267718813,28939,302801,0.5855132578822395,0.4144867421177605,302801
08_000225_000245_s5,G1,oracle,shape,gt,none,33.520522868313286,1.0,0.08902692707731423,0.46812712688381136,0.09904535373340619,32912,302801,0.5929438806344761,0.4070561193655239,302801
08_000250_000270_s5,C0,const,none,pred,const,27.3665,27.3665,0.0558751127999558,0.4891970332150919,0.05933700576941882,18606,304974,0.5824955569983015,0.41750444300169853,304974
08_000250_000270_s5,C1,const,full,pred,const,27.3665,27.3665,0.06336494769906377,0.4959186596018903,0.06772710974933994,20949,304974,0.5658154465626578,0.4341845534373422,304974
08_000250_000270_s5,C2,learned,none,pred,const,27.462836822821615,27.3665,0.055134398536624295,0.4855660071359066,0.058554711692036895,18498,304974,0.5815479352338232,0.4184520647661768,304974
08_000250_000270_s5,C3,learned,none,pred,learned,27.462836822821615,27.462836822821615,0.05471085439288937,0.4836399153508058,0.05810489259754229,18429,304974,0.5801642107196023,0.41983578928039766,304974
08_000250_000270_s5,C4,const,shape,pred,const,27.3665,27.3665,0.06477414159162458,0.5024609559867487,0.06921346849636559,21130,304974,0.5666515834136681,0.43334841658633194,304974
08_000250_000270_s5,C5,learned,shape,pred,learned,27.462836822821615,27.462836822821615,0.06323847866532467,0.495862629741235,0.06758368916848659,20907,304974,0.5645464859299482,0.43545351407005184,304974
08_000250_000270_s5,O0,oracle,none,pred,oracle,30.058170929899283,30.058170929899283,0.03147366489264085,0.338042049934297,0.03354085856774992,15220,304974,0.4629902876966561,0.5370097123033439,304974
08_000250_000270_s5,O1,oracle,shape,pred,oracle,30.058170929899283,30.058170929899283,0.03795898265305502,0.36055443257291364,0.040698849375794516,17315,304974,0.44692990222117296,0.553070097778827,304974
08_000250_000270_s5,G0,oracle,none,gt,none,30.058170929899283,1.0,0.03131114267080329,0.3250237266687757,0.0334887056292578,15805,304974,0.4440444103431768,0.5559555896568231,304974
08_000250_000270_s5,G1,oracle,shape,gt,none,30.058170929899283,1.0,0.03956985073359495,0.36240417731363184,0.04253072134033052,18002,304974,0.42984319974817525,0.5701568002518247,304974
08_000275_000295_s5,C0,const,none,pred,const,27.3665,27.3665,0.0785408909115984,0.40611851957498396,0.08873204325200212,28046,309537,0.5656060503267784,0.43439394967322165,309537
08_000275_000295_s5,C1,const,full,pred,const,27.3665,27.3665,0.038240477158736616,0.22733499879119995,0.04395313327724284,24818,309537,0.4401024756329615,0.5598975243670385,309537
08_000275_000295_s5,C2,learned,none,pred,const,32.151966804392195,27.3665,0.03176547891199299,0.2073819205505161,0.0361549967280546,22379,309442,0.4357359375908894,0.5642640624091106,309442
08_000275_000295_s5,C3,learned,none,pred,learned,32.151966804392195,32.151966804392195,0.027948394526858426,0.18884617166149428,0.031761241469570906,21589,309442,0.4042987054116765,0.5957012945883235,309442
08_000275_000295_s5,C4,const,shape,pred,const,27.3665,27.3665,0.08058494303085513,0.41384320952650977,0.09096787261225889,28216,309537,0.5503930063288072,0.44960699367119283,309537
08_000275_000295_s5,C5,learned,shape,pred,learned,32.151966804392195,32.151966804392195,0.036175532135309475,0.24173896990954402,0.040805833411236794,21668,309537,0.3907578092441291,0.6092421907558709,309537
08_000275_000295_s5,O0,oracle,none,pred,oracle,34.035450175748004,34.035450175748004,0.019510992059957936,0.13924607637021463,0.022186905986102023,20453,309275,0.35433837199903,0.6456616280009699,309275
08_000275_000295_s5,O1,oracle,shape,pred,oracle,34.035450175748004,34.035450175748004,0.027248031360682233,0.18863971813550445,0.030865351656227603,21003,309501,0.35288738970148725,0.6471126102985127,309501
08_000275_000295_s5,G0,oracle,none,gt,none,34.035450175748004,1.0,0.02480232757145302,0.16982281803693636,0.0282244242934156,21334,309275,0.3511664376364077,0.6488335623635924,309275
08_000275_000295_s5,G1,oracle,shape,gt,none,34.035450175748004,1.0,0.03124073908159257,0.2131371073913861,0.03531363933813219,21268,309501,0.34083250134894555,0.6591674986510545,309501
08_000300_000320_s5,C0,const,none,pred,const,27.3665,27.3665,0.02905119488883341,0.14312296969123536,0.035167935026891306,31707,313810,0.5153978522035627,0.4846021477964373,313810
08_000300_000320_s5,C1,const,full,pred,const,27.3665,27.3665,0.08678116557313778,0.3380101721243705,0.10455059749841132,39913,313810,0.5682929160957267,0.43170708390427326,313810
08_000300_000320_s5,C2,learned,none,pred,const,34.03601637198527,27.3665,0.0893165786892138,0.39140225179119753,0.10372138439839428,34195,313801,0.5379077823206427,0.46209221767935726,313801
08_000300_000320_s5,C3,learned,none,pred,learned,34.03601637198527,34.03601637198527,0.08472091532681476,0.41354634714594773,0.09628946511880221,30045,313801,0.46734395365215536,0.5326560463478447,313801
08_000300_000320_s5,C4,const,shape,pred,const,27.3665,27.3665,0.02716788438776206,0.11941274208046196,0.03397448813527798,36713,313810,0.5380230075523406,0.46197699244765944,313810
08_000300_000320_s5,C5,learned,shape,pred,learned,34.03601637198527,34.03601637198527,0.08030366933783213,0.3304408191600139,0.09590973201692525,37453,313810,0.49969726904815015,0.5003027309518498,313810
08_000300_000320_s5,O0,oracle,none,pred,oracle,36.699079087960676,36.699079087960676,0.058211785800489635,0.34582923631596196,0.06541483903966273,24408,313769,0.4198948908273284,0.5801051091726717,313769
08_000300_000320_s5,O1,oracle,shape,pred,oracle,36.699079087960676,36.699079087960676,0.059986967939815575,0.28473241900715424,0.07063035694911576,32009,313789,0.45486616803010943,0.5451338319698906,313789
08_000300_000320_s5,G0,oracle,none,gt,none,36.699079087960676,1.0,0.060192981971784326,0.35498839907192575,0.06758474247895968,24567,313769,0.42515672357689893,0.5748432764231011,313769
08_000300_000320_s5,G1,oracle,shape,gt,none,36.699079087960676,1.0,0.06095483633350214,0.2871394491433529,0.07182380384072909,32277,313789,0.4557521136814866,0.5442478863185134,313789
08_000325_000345_s5,C0,const,none,pred,const,27.3665,27.3665,0.05197015541191033,0.2610685704415913,0.060933248227903386,34738,322273,0.5504960080428705,0.44950399195712953,322273
08_000325_000345_s5,C1,const,full,pred,const,27.3665,27.3665,0.0945227279303261,0.40526994839221914,0.10974569153760876,40304,322273,0.5954858148215953,0.40451418517840465,322273
08_000325_000345_s5,C2,learned,none,pred,const,30.8414839206332,27.3665,0.0993858080960051,0.44918802165275595,0.11317902375113381,37501,322273,0.5971024566128716,0.40289754338712835,322273
08_000325_000345_s5,C3,learned,none,pred,learned,30.8414839206332,30.8414839206332,0.09451737267684021,0.4551767676767677,0.10657439446366782,34848,322273,0.5294082966925557,0.47059170330744426,322273
08_000325_000345_s5,C4,const,shape,pred,const,27.3665,27.3665,0.05918823363032103,0.2724526729682577,0.07029932475560184,38403,322273,0.5675684900689788,0.4324315099310212,322273
08_000325_000345_s5,C5,learned,shape,pred,learned,30.8414839206332,30.8414839206332,0.09008484396745998,0.40326364631666756,0.10394060536836093,38362,322273,0.5470610321063198,0.45293896789368016,322273
08_000325_000345_s5,O0,oracle,none,pred,oracle,34.95202170757832,34.95202170757832,0.04633567194798825,0.2967630722083892,0.052050928880975574,26105,322253,0.42282926768718987,0.5771707323128101,322253
08_000325_000345_s5,O1,oracle,shape,pred,oracle,34.95202170757832,34.95202170757832,0.05005837112301348,0.282933784276667,0.057331944771055195,30159,322273,0.4442258582009663,0.5557741417990337,322273
08_000325_000345_s5,G0,oracle,none,gt,none,34.95202170757832,1.0,0.04938219920337787,0.31008712633318314,0.0554775422447677,26628,322253,0.4287718035208361,0.5712281964791639,322253
08_000325_000345_s5,G1,oracle,shape,gt,none,34.95202170757832,1.0,0.05180554983858543,0.29333422121595526,0.05919306614707562,30034,322273,0.4546424925451403,0.5453575074548598,322273
08_000350_000370_s5,C0,const,none,pred,const,27.3665,27.3665,0.05711487858507455,0.34783404068491147,0.06396463678017077,27332,305075,0.4925116774563632,0.5074883225436368,305075
08_000350_000370_s5,C1,const,full,pred,const,27.3665,27.3665,0.08173221669912935,0.4850495915985998,0.08949801182810892,27424,305075,0.5002081455379824,0.49979185446201757,305075
08_000350_000370_s5,C2,learned,none,pred,const,31.324038443003147,27.3665,0.07245259274795504,0.46566489572595354,0.07902226348828291,25222,305075,0.48341883143489306,0.5165811685651069,305075
08_000350_000370_s5,C3,learned,none,pred,learned,31.324038443003147,31.324038443003147,0.07174738401703862,0.46528945472015376,0.07819469955392286,24978,305075,0.46570515447021227,0.5342948455297878,305075
08_000350_000370_s5,C4,const,shape,pred,const,27.3665,27.3665,0.04922196387050617,0.30178747669700623,0.05554770603314293,27357,305075,0.4931803654838974,0.5068196345161027,305075
08_000350_000370_s5,C5,learned,shape,pred,learned,31.324038443003147,31.324038443003147,0.07986457371498923,0.4841948124650121,0.08729117466981545,26795,305075,0.47303777759567317,0.5269622224043269,305075
08_000350_000370_s5,O0,oracle,none,pred,oracle,32.715071794604285,32.715071794604285,0.04780538545839551,0.3747876316683656,0.0519481393267801,20601,305075,0.44373023027124475,0.5562697697287553,305075
08_000350_000370_s5,O1,oracle,shape,pred,oracle,32.715071794604285,32.715071794604285,0.058679014094046515,0.4088374088374088,0.06411938450773402,23310,305075,0.45130541670081126,0.5486945832991887,305075
08_000350_000370_s5,G0,oracle,none,gt,none,32.715071794604285,1.0,0.04739359957421263,0.3715311469047157,0.05152426511649812,20612,305075,0.444887322789478,0.5551126772105219,305075
08_000350_000370_s5,G1,oracle,shape,gt,none,32.715071794604285,1.0,0.05687623878171589,0.40053751788113917,0.062168217508023337,23069,305075,0.4540457264607064,0.5459542735392936,305075
