clip_id,variant,frame,n_valid,s_frame,mad_log,moge_mask_fraction,lingbot_conf_fraction
08_001150_001170_s5,G51-C,3,36451,22.05652388649425,0.019573815781449344,0.848013998988025,0.7894248608534323
08_001150_001170_s5,G51-C,4,37135,20.766806981158606,0.01664593939304826,0.8705304435823916,0.7971622533310845
08_001175_001195_s5,G51-C,0,36912,19.900392149687747,0.02538631956216486,0.8674945184685444,0.7935149266318098
08_001175_001195_s5,G51-C,1,36006,20.497289596408645,0.022932611524458357,0.8601576994434137,0.769881092933041
08_001175_001195_s5,G51-C,2,33711,20.14148038321168,0.0498452279802013,0.8574590993422162,0.716014504975544
08_001175_001195_s5,G51-C,3,33291,19.817410298530625,0.04887140570835591,0.8492368021588801,0.7060423342890876
08_001175_001195_s5,G51-C,4,32181,18.45305951383068,0.0372351135307003,0.858913813459268,0.6794779895429246
08_001200_001220_s5,G51-C,0,33344,18.429064091680814,0.045855290086015854,0.8614859166807218,0.7089306797099005
08_001200_001220_s5,G51-C,1,33857,18.66216286547002,0.048063350653972936,0.8686962388261089,0.7259234272221285
08_001200_001220_s5,G51-C,2,35532,17.937772831208427,0.030534617242117923,0.8858365660313712,0.7666554224995783
08_001200_001220_s5,G51-C,3,36339,18.231886139306262,0.03414882636754024,0.8959563164108618,0.774962050936077
08_001200_001220_s5,G51-C,4,35866,17.61789920691288,0.03338044462436174,0.8977061899139821,0.7669294990723562
08_001225_001245_s5,G51-C,0,37952,15.470754288866742,0.05550205779426021,0.8953027491988531,0.8177390791027155
08_001225_001245_s5,G51-C,1,37899,15.596133066152598,0.044930941190600926,0.8995614774835554,0.8143869117895092
08_001225_001245_s5,G51-C,2,37775,16.529537039393325,0.04055041601696985,0.9038202057682577,0.8072820037105751
08_001225_001245_s5,G51-C,3,36519,16.320407408887473,0.03456113692387763,0.8991609040310339,0.7764800134930006
08_001225_001245_s5,G51-C,4,35595,16.13481344161958,0.03806907234449319,0.8981067633665036,0.7554815314555574
08_001250_001270_s5,G51-C,0,35678,18.85963386940128,0.020158973047509132,0.8882821723730815,0.7595505144206443
08_001250_001270_s5,G51-C,1,33582,18.1206496328191,0.03236461785101219,0.8621816495193119,0.7280106257378984
08_001250_001270_s5,G51-C,2,32541,19.502447157858025,0.030803898416363218,0.8662295496711081,0.6990428402766065
08_001250_001270_s5,G51-C,3,29795,19.84263008887615,0.018466410039890135,0.8355118907066958,0.6373545285882948
08_001250_001270_s5,G51-C,4,30063,19.549038026391003,0.012785722596038607,0.8337409343902851,0.6437637038286389
08_001275_001295_s5,G51-C,0,36220,22.889131433823533,0.021272411165724314,0.8504596053297352,0.7818561308821049
