clip_id,sequence,config,support,depth_source,pose_source,scale_used,iou,precision,recall,n_pred_occupied,n_gt_occupied,n_points,in_grid_fraction,out_of_grid_fraction,sparse_absrel,pose_rot_err_deg,pose_trans_err_m
08_000075_000095_s5,08,C_preddepth_common,sparse_common_support,pred,gt,33.186537970329574,0.09559866089011422,0.6716242390702822,0.10028611859977482,14456,96813,76618,0.6723746378135687,0.32762536218643135,0.10687563767813776,0.0,0.0
08_000075_000095_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,33.186537970329574,0.12313006396588486,0.41397602798646554,0.14912253519671945,34874,96813,273500,0.6589542961608775,0.34104570383912247,0.10687563767813776,0.0,0.0
08_000075_000095_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,33.186537970329574,0.12941105572630146,0.437281824528741,0.15526840403664796,34376,96813,273500,0.6708446069469836,0.32915539305301644,0.10687563767813776,0.813539532216907,0.3771973615174977
08_000075_000095_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.01427102908816396,0.060274065531510754,0.018354972989164678,29482,96813,273500,0.696,0.30400000000000005,0.19861013578296913,0.813539532216907,0.3771973615174977
08_000100_000120_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12026475144345866,0.9328235936646642,0.12131543433482492,18310,140790,91681,0.6049890380776825,0.39501096192231755,nan,0.0,0.0
08_000100_000120_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,38.16029060143091,0.12200116005227224,0.8832785226410321,0.12400028411108743,19765,140790,91681,0.6261602731209301,0.37383972687906986,nan,0.7897679720630523,0.6544597296097447
08_000100_000120_s5,08,C_preddepth_common,sparse_common_support,pred,gt,38.16029060143091,0.03230045649467423,0.5520094562647754,0.0331699694580581,8460,140790,82029,0.6058345219373636,0.39416547806263635,0.09610304280161908,0.0,0.0
08_000100_000120_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,38.16029060143091,0.04484709508862282,0.2755514493590484,0.05084167909652674,25977,140790,295120,0.5318955001355381,0.4681044998644619,0.09610304280161908,0.0,0.0
08_000100_000120_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,38.16029060143091,0.05117863281102984,0.3045425702661341,0.0579515590595923,26791,140790,295120,0.5444564922743291,0.45554350772567087,0.09610304280161908,0.7897679720630523,0.6544597296097447
08_000100_000120_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.013946383385612836,0.07223094576639691,0.01698984302862419,33116,140790,296897,0.6029868944448749,0.39701310555512515,0.25340716961800425,0.7897679720630523,0.6544597296097447
08_000125_000145_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.08876632554383057,0.9600045971727388,0.08909581560056745,17402,187506,90172,0.5823759038282393,0.41762409617176066,nan,0.0,0.0
08_000125_000145_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,31.930175352630194,0.092072886173688,0.9423577941815023,0.0925943703134833,18424,187506,90172,0.5878543228496651,0.4121456771503349,nan,0.4569093786877839,0.3653417831615169
08_000125_000145_s5,08,C_preddepth_common,sparse_common_support,pred,gt,31.930175352630194,0.054665198490770846,0.7179575051405072,0.05586487899053897,14590,187506,82678,0.5613585234282397,0.43864147657176034,0.0852700128079777,0.0,0.0
08_000125_000145_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,31.930175352630194,0.07446384063311162,0.38317915026207094,0.08460529263063582,41401,187506,336877,0.577495643810649,0.422504356189351,0.0852700128079777,0.0,0.0
08_000125_000145_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,31.930175352630194,0.07536982387549106,0.38800590270217966,0.08553859609825819,41337,187506,336877,0.5875646007296431,0.4124353992703569,0.0852700128079777,0.4569093786877839,0.3653417831615169
08_000125_000145_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.027675369469380297,0.161775309103533,0.032308299467750365,37447,187506,336885,0.6209715481544147,0.3790284518455853,0.16030863689468242,0.4569093786877839,0.3653417831615169
08_000150_000170_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.09115341035262232,0.9372950819672131,0.09171268819175508,17080,174556,86454,0.5740046730052976,0.42599532699470244,nan,0.0,0.0
08_000150_000170_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,32.90385599055384,0.0788710371864307,0.876589850144818,0.07975663970301794,15882,174556,86454,0.5700603789298355,0.4299396210701645,nan,0.5850378161484843,0.26210478726541564
08_000150_000170_s5,08,C_preddepth_common,sparse_common_support,pred,gt,32.90385599055384,0.01732719414705799,0.5560188542422045,0.017570292628153714,5516,174556,76872,0.39914403163700696,0.600855968362993,0.13177450920945255,0.0,0.0
08_000150_000170_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,32.90385599055384,0.029118035062437417,0.27914063690385493,0.031485597745136235,19689,174556,314931,0.37113526455001256,0.6288647354499874,0.13177450920945255,0.0,0.0
08_000150_000170_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,32.90385599055384,0.022277753018823877,0.23164340486567,0.024055317491234903,18127,174556,314931,0.354461770991106,0.645538229008894,0.13177450920945255,0.5850378161484843,0.26210478726541564
08_000150_000170_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.056912286631739056,0.4215302769519637,0.061733770251380646,25564,174556,316095,0.4948860310982458,0.5051139689017542,0.19847922504557514,0.5850378161484843,0.26210478726541564
08_000175_000195_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.11138588705579457,0.8640807316304006,0.11337227344509651,19026,145009,89943,0.554062017055246,0.44593798294475395,nan,0.0,0.0
08_000175_000195_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,36.29473796867138,0.11057375545940512,0.8802790244957551,0.11226199753118772,18493,145009,89943,0.545211967579467,0.454788032420533,nan,0.6592522028095005,0.3249061830537255
08_000175_000195_s5,08,C_preddepth_common,sparse_common_support,pred,gt,36.29473796867138,0.046066066473537455,0.7398125953366746,0.046824679847457744,9178,145009,81181,0.5296929084391668,0.47030709156083317,0.10183129741826667,0.0,0.0
08_000175_000195_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,36.29473796867138,0.06466532378303706,0.35490981963927853,0.07327821031798026,29940,145009,331299,0.49249469512434385,0.5075053048756561,0.10183129741826667,0.0,0.0
08_000175_000195_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,36.29473796867138,0.059654333663354236,0.3439636338008316,0.06731306332710384,28378,145009,331299,0.4784529986507656,0.5215470013492344,0.10183129741826667,0.6592522028095005,0.3249061830537255
08_000175_000195_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.026562427772384784,0.14078770060026952,0.031701480597756,32652,145009,331957,0.5340631467328599,0.46593685326714007,0.2586097696996755,0.6592522028095005,0.3249061830537255
08_000200_000220_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.09893535171533975,0.8971912457510883,0.10006983936945027,16769,150345,92215,0.5509298920999838,0.4490701079000162,nan,0.0,0.0
08_000200_000220_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,35.4463497065663,0.11107147339979256,0.9424855653343798,0.11182945891117098,17839,150345,92215,0.5508106056498401,0.4491893943501599,nan,1.168204935187152,0.3441253910011203
08_000200_000220_s5,08,C_preddepth_common,sparse_common_support,pred,gt,35.4463497065663,0.051506495899751224,0.8305210654780856,0.05205361003026373,9423,150345,80673,0.5455976596878758,0.45440234031212423,0.11504820220203153,0.0,0.0
08_000200_000220_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,35.4463497065663,0.07110805724016371,0.41150029390408355,0.07915793674548538,28921,150345,308037,0.5266575119222691,0.47334248807773094,0.11504820220203153,0.0,0.0
08_000200_000220_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,35.4463497065663,0.0776763694622959,0.44251871602912524,0.08610196547939739,29253,150345,308037,0.5242616958352406,0.4757383041647594,0.11504820220203153,1.168204935187152,0.3441253910011203
08_000200_000220_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.025022283349763,0.1819079088529374,0.028195151152349596,23303,150345,308075,0.5469382455570884,0.45306175444291164,0.20917356085484295,1.168204935187152,0.3441253910011203
08_000225_000245_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.11800343264082794,0.9688206530311794,0.11845328019028639,19019,155555,91967,0.6461883066752204,0.3538116933247796,nan,0.0,0.0
08_000225_000245_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,33.520522868313286,0.11982793283253448,0.9433251268652967,0.12069685963164155,19903,155555,91967,0.6571922537431905,0.34280774625680954,nan,0.4251796886456874,0.4590145396447888
08_000225_000245_s5,08,C_preddepth_common,sparse_common_support,pred,gt,33.520522868313286,0.06426248325999617,0.8892516766678433,0.06478094564623445,11332,155555,80342,0.651128923850539,0.348871076149461,0.09918511403660316,0.0,0.0
08_000225_000245_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,33.520522868313286,0.08364610315236735,0.4921040809979612,0.09154961267718813,28939,155555,302801,0.5855132578822395,0.4144867421177605,0.09918511403660316,0.0,0.0
08_000225_000245_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,33.520522868313286,0.08730116943669305,0.49242699224550407,0.09593391404969304,30305,155555,302801,0.5930594680995109,0.40694053190048907,0.09918511403660316,0.4251796886456874,0.4590145396447888
08_000225_000245_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.030964156710197276,0.18593786498481663,0.03582012792902832,29967,155555,302801,0.6256287132473143,0.3743712867526857,0.1748324030724862,0.4251796886456874,0.4590145396447888
08_000250_000270_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12107274729545896,0.950419527078566,0.12184230255223442,19665,153395,93157,0.6537672960700752,0.3462327039299248,nan,0.0,0.0
08_000250_000270_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,30.058170929899283,0.11431067374952628,0.8861667164625038,0.11601421167573911,20082,153395,93157,0.6772652618697468,0.3227347381302532,nan,0.5826334412003602,0.7632358731624665
08_000250_000270_s5,08,C_preddepth_common,sparse_common_support,pred,gt,30.058170929899283,0.020434988907269906,0.5542608695652174,0.02077642687180156,5750,153395,82379,0.47052039961640707,0.5294796003835929,0.11947057264991681,0.0,0.0
08_000250_000270_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,30.058170929899283,0.03131114267080329,0.3250237266687757,0.0334887056292578,15805,153395,304974,0.4440444103431768,0.5559555896568231,0.11947057264991681,0.0,0.0
08_000250_000270_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,30.058170929899283,0.03147366489264085,0.338042049934297,0.03354085856774992,15220,153395,304974,0.4629902876966561,0.5370097123033439,0.11947057264991681,0.5826334412003602,0.7632358731624665
08_000250_000270_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.056318487369164186,0.49127128628038985,0.05980638221584798,18674,153395,304974,0.5829021490356555,0.4170978509643445,0.10370012038491011,0.5826334412003602,0.7632358731624665
08_000275_000295_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12980440856876746,0.9723255813953489,0.1302857498987255,17200,128364,91900,0.5782045701849837,0.4217954298150163,nan,0.0,0.0
08_000275_000295_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,34.035450175748004,0.12293011722618435,0.8940815187046343,0.12474681374840298,17910,128364,91900,0.5901088139281828,0.4098911860718172,nan,0.5192593647492356,0.5053344209244218
08_000275_000295_s5,08,C_preddepth_common,sparse_common_support,pred,gt,34.035450175748004,0.016426808429846212,0.39514066496163686,0.01685051883705712,5474,128364,82823,0.32512707822706255,0.6748729217729375,0.08164446067174547,0.0,0.0
08_000275_000295_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,34.035450175748004,0.02480232757145302,0.16982281803693636,0.0282244242934156,21334,128364,309275,0.3511664376364077,0.6488335623635924,0.08164446067174547,0.0,0.0
08_000275_000295_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,34.035450175748004,0.019510992059957936,0.13924607637021463,0.022186905986102023,20453,128364,309275,0.35433837199903,0.6456616280009699,0.08164446067174547,0.5192593647492356,0.5053344209244218
08_000275_000295_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.07865393235182568,0.4065295648144848,0.08885668879124989,28057,128364,309537,0.5657514287468057,0.43424857125319427,0.2106152836569569,0.5192593647492356,0.5053344209244218
08_000300_000320_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12713527994395732,0.9503395097249395,0.12798555464281838,17378,129038,89816,0.5423532555446691,0.45764674445533093,nan,0.0,0.0
08_000300_000320_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,36.699079087960676,0.12629919331384223,0.9106058933892507,0.1278848091259939,18122,129038,89816,0.5495680057005433,0.4504319942994567,nan,0.38327456903615537,0.43180937927256036
08_000300_000320_s5,08,C_preddepth_common,sparse_common_support,pred,gt,36.699079087960676,0.040624529721595186,0.5829823993089299,0.04184038810272943,9261,129038,79812,0.5122788553099784,0.4877211446900216,0.09930417198482692,0.0,0.0
08_000300_000320_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,36.699079087960676,0.060192981971784326,0.35498839907192575,0.06758474247895968,24567,129038,313769,0.42515672357689893,0.5748432764231011,0.09930417198482692,0.0,0.0
08_000300_000320_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,36.699079087960676,0.058211785800489635,0.34582923631596196,0.06541483903966273,24408,129038,313769,0.4198948908273284,0.5801051091726717,0.09930417198482692,0.38327456903615537,0.43180937927256036
08_000300_000320_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.02886282639435412,0.14201611887671578,0.034958694338101955,31764,129038,313810,0.5154775182435232,0.48452248175647683,0.25386876322172,0.38327456903615537,0.43180937927256036
08_000325_000345_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.11455265834984205,0.9671695767644234,0.11499983202875667,17697,148835,94126,0.5846418630346557,0.4153581369653443,nan,0.0,0.0
08_000325_000345_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,34.95202170757832,0.11151110081725837,0.8808217029951387,0.11321933684953137,19131,148835,94126,0.5814865180715212,0.4185134819284788,nan,0.3823772210484295,0.25852582938242213
08_000325_000345_s5,08,C_preddepth_common,sparse_common_support,pred,gt,34.95202170757832,0.032272739260001584,0.6327559462254395,0.03288876944267141,7736,148835,86157,0.46018315400954074,0.5398168459904593,0.10666656474869153,0.0,0.0
08_000325_000345_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,34.95202170757832,0.04938219920337787,0.31008712633318314,0.0554775422447677,26628,148835,322253,0.4287718035208361,0.5712281964791639,0.10666656474869153,0.0,0.0
08_000325_000345_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,34.95202170757832,0.04633567194798825,0.2967630722083892,0.052050928880975574,26105,148835,322253,0.42282926768718987,0.5771707323128101,0.10666656474869153,0.3823772210484295,0.25852582938242213
08_000325_000345_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.051712578007254886,0.26011760636457976,0.06063089998992172,34692,148835,322273,0.5506046116181001,0.44939538838189985,0.18287007842446143,0.3823772210484295,0.25852582938242213
08_000350_000370_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.11149353568289623,0.9753492193919474,0.11180859724549044,17038,148629,92773,0.5382816121069708,0.4617183878930292,nan,0.0,0.0
08_000350_000370_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,32.715071794604285,0.1115100217952318,0.9463799364502951,0.11221901513163648,17624,148629,92773,0.5379259051663738,0.46207409483362616,nan,0.4487522521828615,0.13053750909984055
08_000350_000370_s5,08,C_preddepth_common,sparse_common_support,pred,gt,32.715071794604285,0.03287071342265302,0.8080078765999343,0.033129470022673906,6094,148629,81749,0.4897185286670173,0.5102814713329826,0.09049747112298055,0.0,0.0
08_000350_000370_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,32.715071794604285,0.04739359957421263,0.3715311469047157,0.05152426511649812,20612,148629,305075,0.444887322789478,0.5551126772105219,0.09049747112298055,0.0,0.0
08_000350_000370_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,32.715071794604285,0.04780538545839551,0.3747876316683656,0.0519481393267801,20601,148629,305075,0.44373023027124475,0.5562697697287553,0.09049747112298055,0.4487522521828615,0.13053750909984055
08_000350_000370_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.056651252177046425,0.3453540308999048,0.06346675278714113,27314,148629,305075,0.4925903466360731,0.507409653363927,0.16622285487662042,0.4487522521828615,0.13053750909984055
08_000375_000395_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.16830303091965368,0.9647731249270967,0.16934369337551058,17146,97683,94628,0.6050429048484592,0.39495709515154076,nan,0.0,0.0
08_000375_000395_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,32.40119745443536,0.16336703884577194,0.9407783417935702,0.16506454551969124,17139,97683,94628,0.6035528596187175,0.3964471403812825,nan,0.20226009174060885,0.3683297048129531
08_000375_000395_s5,08,C_preddepth_common,sparse_common_support,pred,gt,32.40119745443536,0.0749222756886275,0.6953684984377871,0.07746486082532272,10882,97683,76067,0.5637135683016288,0.4362864316983712,0.11059920790698514,0.0,0.0
08_000375_000395_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,32.40119745443536,0.10264360749512176,0.44188722669735325,0.11793249593071466,26070,97683,275830,0.557742087517674,0.44225791248232604,0.11059920790698514,0.0,0.0
08_000375_000395_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,32.40119745443536,0.0987503999431192,0.42826857847671906,0.11374548283734119,25944,97683,275830,0.5599354674980966,0.44006453250190336,0.11059920790698514,0.20226009174060885,0.3683297048129531
08_000375_000395_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.06045251298227364,0.2508703523186186,0.07376923313166057,28724,97683,275830,0.6304535402240511,0.3695464597759489,0.19356662855261214,0.20226009174060885,0.3683297048129531
08_000400_000420_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.10358788027244212,0.9426041731162157,0.10424541221583128,16151,146040,93512,0.7223351013773633,0.27766489862263666,nan,0.0,0.0
08_000400_000420_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,30.75877789530925,0.10318369449546881,0.9106843742522135,0.10423856477677348,16716,146040,93512,0.7280242107964753,0.2719757892035247,nan,0.5133655189149606,0.2051987118942753
08_000400_000420_s5,08,C_preddepth_common,sparse_common_support,pred,gt,30.75877789530925,0.046615384615384614,0.6682328123501774,0.04771980279375514,10429,146040,75960,0.7345708267509216,0.26542917324907844,0.09382931616289548,0.0,0.0
08_000400_000420_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,30.75877789530925,0.05431013996453663,0.3302823686355888,0.06103122432210353,26986,146040,261609,0.7158354643762256,0.2841645356237744,0.09382931616289548,0.0,0.0
08_000400_000420_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,30.75877789530925,0.050157826555002095,0.3097115817936007,0.0564708299096138,26628,146040,261609,0.7215997920560837,0.2784002079439163,0.09382931616289548,0.5133655189149606,0.2051987118942753
08_000400_000420_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.03715192271263497,0.2151968179947881,0.04297452752670501,29164,146040,261609,0.7555818033783241,0.24441819662167585,0.14586276662932718,0.5133655189149606,0.2051987118942753
08_000425_000445_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.11754630125254255,0.9590997841948412,0.1181384927943494,19462,158001,91629,0.660085780702616,0.33991421929738397,nan,0.0,0.0
08_000425_000445_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,30.04906359422687,0.12126897278710949,0.9337166046668921,0.12232201062018595,20699,158001,91629,0.6638727913651792,0.3361272086348208,nan,0.1992731259054305,0.24231706155417604
08_000425_000445_s5,08,C_preddepth_common,sparse_common_support,pred,gt,30.04906359422687,0.056838926465219035,0.7186448634692121,0.05813254346491478,12781,158001,76799,0.6272998346332634,0.37270016536673656,0.10437705134390626,0.0,0.0
08_000425_000445_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,30.04906359422687,0.07778904843712438,0.5138861990161522,0.0839678229884621,25817,158001,285171,0.6210063435622837,0.3789936564377163,0.10437705134390626,0.0,0.0
08_000425_000445_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,30.04906359422687,0.07978707761079905,0.5303178388521834,0.08585388700071518,25579,158001,285171,0.6310143738318412,0.3689856261681588,0.10437705134390626,0.1992731259054305,0.24231706155417604
08_000425_000445_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.05503340310233105,0.3693853200415688,0.06074012189796267,25981,158001,285200,0.6511816269284713,0.34881837307152874,0.13815579398719416,0.1992731259054305,0.24231706155417604
08_000450_000470_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.14800782863196452,0.9651659738891165,0.14880270058037204,17081,110791,89730,0.6089490694305137,0.39105093056948625,nan,0.0,0.0
08_000450_000470_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,31.2086936417821,0.14769648907922148,0.9397042093287827,0.14910958471355976,17580,110791,89730,0.610977376574167,0.38902262342583305,nan,0.1279587647003225,0.2852885349557456
08_000450_000470_s5,08,C_preddepth_common,sparse_common_support,pred,gt,31.2086936417821,0.057409108806930044,0.652511188463451,0.05921961170131148,10055,110791,80659,0.5836174512453663,0.41638254875463365,0.09443113577925705,0.0,0.0
08_000450_000470_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,31.2086936417821,0.08167245057149225,0.4087070819724369,0.09261582619526856,25106,110791,299875,0.5157082117548979,0.4842917882451021,0.09443113577925705,0.0,0.0
08_000450_000470_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,31.2086936417821,0.07968890265894485,0.3993709439821635,0.09053984529429286,25117,110791,299875,0.512716965402251,0.487283034597749,0.09443113577925705,0.1279587647003225,0.2852885349557456
08_000450_000470_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.07658628536239176,0.31316791548949763,0.09204718794847958,32564,110791,300234,0.5376739476541631,0.4623260523458369,0.1567169717853399,0.1279587647003225,0.2852885349557456
08_000475_000495_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.15517293827761386,0.959435736677116,0.15619768913567142,15950,97972,94299,0.7506018091390153,0.2493981908609847,nan,0.0,0.0
08_000475_000495_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.950692735436856,0.1462485113140135,0.8409039032184433,0.15041032131629445,17524,97972,94299,0.751365337914506,0.248634662085494,nan,1.1408075498819592,0.19370162993903836
