method,dimension,lo,hi,tp,fp,fn,tn,valid,gt_occupied,pred_occupied,iou,precision,recall,fpr,prevalence,volume_ratio
dilation,gt_distance,0,0.4,5778304,3905926,12984626,9789824,32458680,18762930,9684230,0.2549005560757014,0.5966714958236226,0.30796384146825684,0.2851925597356844,0.5780558543970364,0.5161363390472596
dilation,gt_distance,0.4,1,0,6996080,0,32511815,39507895,0,6996080,0.0,0.0,0.0,0.17708055567121458,0.0,0.0
dilation,gt_distance,1,2,0,4742210,0,58516029,63258239,0,4742210,0.0,0.0,0.0,0.07496588705227789,0.0,0.0
dilation,gt_distance,2,5,0,3027217,0,88445408,91472625,0,3027217,0.0,0.0,0.0,0.03309423994337104,0.0,0.0
dilation,gt_distance,5,inf,0,50711,0,13056988,13107699,0,50711,0.0,0.0,0.0,0.0038687949730917682,0.0,0.0
seed0,height,-inf,0,6451523,9758825,5965433,25307927,47483708,12416956,16210348,0.29092652926181045,0.3979879395556468,0.5195736378545596,0.2782928113787099,0.26149929150436185,1.3055009617494013
seed0,height,0,1,365612,715286,3509967,28893555,33484420,3875579,1080898,0.07963902227575849,0.33824838236355326,0.09433738803930974,0.024157852041557452,0.11574275439144534,0.2788997463346767
seed0,height,1,2,105041,820304,1880806,35460000,38266151,1985847,925345,0.03743241186949669,0.11351549962446439,0.05289481012384136,0.02261017438001622,0.05189565577159825,0.4659699362539007
seed0,height,2,3,21779,1080008,419688,46028237,47549712,441467,1101787,0.014314398856372928,0.019766978553931024,0.049333245746567694,0.02292609287397567,0.009284325423464183,2.4957403384624444
seed0,height,3,inf,4572,25247973,38509,47730093,73021147,43081,25252545,0.0001807753840547729,0.00018105105841807233,0.10612567024906572,0.3459665949492276,0.0005899797766803087,586.1643183770108
seed0,range,0,10,1132127,2859458,542755,13952009,18486349,1674882,3991585,0.24967845375512202,0.28362843331658977,0.6759443351830159,0.17008973696346666,0.09060101591720464,2.3832037122615204
seed0,range,10,20,2457684,8729390,1825500,33107043,46119617,4283184,11187074,0.18886993457251425,0.21968961678451399,0.5737983705579774,0.20865521685369304,0.09287119622003799,2.6118593084023476
seed0,range,20,30,1734940,9351427,2921926,46592835,60601128,4656866,11086367,0.12385092173614587,0.1564931054510463,0.3725552764455752,0.16715614194714018,0.07684454322368389,2.380649776051104
seed0,range,30,40,943347,6541464,3002476,39643335,50130622,3945823,7484811,0.08995148125535231,0.1260348457696527,0.2390748393934548,0.14163673203384516,0.07871083267229359,1.896894766947225
seed0,range,40,inf,680429,10140657,3521746,50124590,64467422,4202175,10821086,0.04744035208667298,0.06287991796756813,0.16192305175296126,0.16826707770732277,0.06518292293431557,2.575115505660759
seed0,boundary,0,0.4,1891559,21602334,295380,8356760,32146033,2186939,23493893,0.07951310660060944,0.08051279538899747,0.8649345043460288,0.7210609906961806,0.06803138041947508,10.742820444465986
seed0,boundary,0.4,1,3680271,10898551,1613379,33889496,50081697,5293650,14578822,0.22728664250153516,0.25243953180853707,0.6952237114278428,0.2433361517192299,0.10570029206478367,2.754020760722753
seed0,boundary,1,2,922217,3354177,4889020,70540873,79706287,5811237,4276394,0.1006192409857318,0.21565295433489057,0.15869547223766645,0.04539109182550117,0.07290813835049173,0.7358835993094069
seed0,boundary,2,inf,454480,1767334,5016624,70632683,77871121,5471104,2221814,0.06278702670382753,0.2045535764920016,0.08306915752286924,0.02441068487594416,0.07025844664545153,0.4060997561004141
seed0,gt_distance,0,0.4,6948527,3143497,11814403,10552253,32458680,18762930,10092024,0.31719125168152706,0.6885166939753611,0.3703327252193554,0.2295235383239326,0.5780558543970364,0.5378703645965742
seed0,gt_distance,0.4,1,0,4798107,0,34709788,39507895,0,4798107,0.0,0.0,0.0,0.12144678930628929,0.0,0.0
seed0,gt_distance,1,2,0,5836806,0,57421433,63258239,0,5836806,0.0,0.0,0.0,0.09226949868142867,0.0,0.0
seed0,gt_distance,2,5,0,19578631,0,71893994,91472625,0,19578631,0.0,0.0,0.0,0.2140381452921024,0.0,0.0
seed0,gt_distance,5,inf,0,4265355,0,8842344,13107699,0,4265355,0.0,0.0,0.0,0.3254083725907957,0.0,0.0
seed1,height,-inf,0,6802765,10333997,5614191,24732755,47483708,12416956,17136762,0.29901011179619597,0.3969691006970862,0.5478609250125394,0.29469501481061033,0.26149929150436185,1.3801097467044259
seed1,height,0,1,405394,868464,3470185,28740377,33484420,3875579,1273858,0.08545327266215758,0.318241122636903,0.10460217686183149,0.029331239274107353,0.11574275439144534,0.32868843597305075
seed1,height,1,2,107352,877987,1878495,35402317,38266151,1985847,985339,0.03748541291150255,0.10894930577192215,0.054058545295785625,0.024200100418122185,0.05189565577159825,0.49618072288549925
seed1,height,2,3,24141,1248376,417326,45859869,47549712,441467,1272517,0.014285942540224151,0.018971062862028563,0.05468358903383492,0.026500159367006774,0.009284325423464183,2.8824736616779965
seed1,height,3,inf,5602,25570245,37479,47407821,73021147,43081,25575847,0.00021871427396816798,0.00021903477918052918,0.13003412177061813,0.35038260674104466,0.0005899797766803087,593.6688331282932
seed1,range,0,10,1134096,2898643,540786,13912824,18486349,1674882,4032739,0.24796978260750735,0.28122226605788275,0.6771199403898305,0.17242058649611006,0.09060101591720464,2.4077749954922196
seed1,range,10,20,2515823,8690531,1767361,33145902,46119617,4283184,11206354,0.1939169312721915,0.22449969008653484,0.5873721511847261,0.20772638527763587,0.09287119622003799,2.6163606326508506
seed1,range,20,30,1971880,10036216,2684986,45908046,60601128,4656866,12008096,0.13420465495258244,0.164212544603241,0.4234349882517556,0.17939670023710386,0.07684454322368389,2.5785788124459668
seed1,range,30,40,1040277,6834941,2905546,39349858,50130622,3945823,7875218,0.09649381064273367,0.1320950099413121,0.2636400568398532,0.14799113881604206,0.07871083267229359,1.995836610005061
seed1,range,40,inf,683178,10438738,3518997,49826509,64467422,4202175,11121916,0.0466622539181812,0.06142628662183746,0.16257723678809188,0.1732132285129438,0.06518292293431557,2.6467046232010802
seed1,boundary,0,0.4,1896510,22029477,290429,7929617,32146033,2186939,23925987,0.07831505702577954,0.07926569549669989,0.8671983992237552,0.7353185313280836,0.06803138041947508,10.94039980081749
seed1,boundary,0.4,1,3809567,10708843,1484083,34079204,50081697,5293650,14518410,0.2380608446446438,0.2623956066814479,0.719648446723905,0.23910046803335722,0.10570029206478367,2.7426085970927434
seed1,boundary,1,2,1149889,4193644,4661348,69701406,79706287,5811237,5343533,0.11493280129968562,0.21519264501594731,0.1978733615579609,0.056751352086506474,0.07290813835049173,0.9195173075887285
seed1,boundary,2,inf,489288,1967105,4981816,70432912,77871121,5471104,2456393,0.06578035115711323,0.19918962478723884,0.08943131039000538,0.027169952183851008,0.07025844664545153,0.4489757460285895
seed1,gt_distance,0,0.4,7345254,3318724,11417676,10377026,32458680,18762930,10663978,0.33264057121807994,0.6887911809270424,0.3914769175176798,0.24231779931730646,0.5780558543970364,0.5683535567206188
seed1,gt_distance,0.4,1,0,5292646,0,34215249,39507895,0,5292646,0.0,0.0,0.0,0.1339642620797691,0.0,0.0
seed1,gt_distance,1,2,0,6250352,0,57007887,63258239,0,6250352,0.0,0.0,0.0,0.09880692379059114,0.0,0.0
seed1,gt_distance,2,5,0,19689292,0,71783333,91472625,0,19689292,0.0,0.0,0.0,0.21524791706808458,0.0,0.0
