clip_id,block,anchor,s_oracle,s_oracle_anchor_only,s_oracle_voxel_centre,ok,n_valid_lidar_px,s_C0,s_C3,s_A,s_B,absrel_C0,absrel_C3,absrel_A,absrel_B,absrel_OR
2013_05_28_drive_0006_sync_007570,72,7570,26.6504881843934,25.381314933854103,25.593448033558474,1,99554,27.3665,33.30320064820998,24.92081245086478,23.30320142663043,0.08318097931692434,0.29077529188723283,0.09277056907074777,0.1335689181066103,0.07409346586643299
2013_05_28_drive_0006_sync_007575,72,7575,25.91584395528018,25.235720789845512,25.413062590901557,1,98399,27.3665,32.72226191873411,24.71991835232966,22.812964028870038,0.10460443698389514,0.30099447887147407,0.08245863952144068,0.12472285202832785,0.07638518438680231
2013_05_28_drive_0006_sync_007580,72,7580,25.770819752829695,25.383524845101817,25.825696036917215,1,98087,27.3665,33.11021455307404,25.122327302631586,23.143092211787557,0.1140819316476996,0.323899416151239,0.08309978334471903,0.11313549244103134,0.08447423868765642
2013_05_28_drive_0006_sync_007585,72,7585,25.914990049808935,26.028930456449554,26.39556701722167,1,97563,27.3665,33.630172010442124,25.623636576552453,23.292511297097764,0.11007174542863782,0.3338872640633128,0.0789238465873682,0.11126106422752573,0.08025345838524352
2013_05_28_drive_0006_sync_007590,72,7590,26.612703974262594,26.633201918915454,27.535155026668516,1,99758,27.3665,34.398021262997005,24.513759196378043,23.574685748754664,0.09215511445285264,0.33902168856696113,0.0882364776636564,0.11047887761494954,0.07787844136010272
2013_05_28_drive_0006_sync_007595,73,7595,27.21490725384794,26.924494155579097,26.881252115645577,1,101047,27.3665,34.686508226272295,24.64282125259336,23.988046920500867,0.06611515120007766,0.316369307719583,0.09343268245842061,0.1125192731384596,0.06428340315772015
2013_05_28_drive_0006_sync_007600,73,7600,27.63590898302455,26.737281872735633,26.71941085419736,1,102440,27.3665,35.04580293945515,24.80922551895307,24.36500411754508,0.061373062307186484,0.30437176478708916,0.09920685227238003,0.11242899412517196,0.0633471636432782
2013_05_28_drive_0006_sync_007605,73,7605,27.035042320578363,26.395568490689186,26.990481032298373,1,101308,27.3665,34.4191184667863,23.830622571243527,23.772961824978484,0.07039616801494902,0.29977386256777516,0.12229902196931011,0.12413557648804667,0.06686755399889187
2013_05_28_drive_0006_sync_007610,73,7610,27.141101486328303,27.13710800943135,27.702964148578083,1,99544,27.3665,34.622062369864295,23.709227575417202,23.73693139033406,0.0705721173537215,0.2994560254612174,0.13366582169653504,0.13277487336159527,0.0687755546823923
2013_05_28_drive_0006_sync_007615,73,7615,26.43738998676995,24.998284227736534,24.803245744113546,1,97157,27.3665,34.02861798310257,23.09985940097673,23.34779200819672,0.09083386370656577,0.32417300795918036,0.13099068362161703,0.12360332123252524,0.07688362375514453
