clip_id,block,variant,s_c0,s_c3,a_clip,n_support_px,ok
2013_05_28_drive_0006_sync_000560,4,C0C3,27.3665,30.23100135470061,0.09954829514026642,289151,1
2013_05_28_drive_0006_sync_000565,4,C0C3,27.3665,29.644479178470018,0.07995627075433731,306847,1
2013_05_28_drive_0006_sync_000570,4,C0C3,27.3665,29.219849121414313,0.06552860513329506,317996,1
2013_05_28_drive_0006_sync_000575,4,C0C3,27.3665,28.346314274249917,0.03517737612128258,323851,1
2013_05_28_drive_0006_sync_000580,4,C0C3,27.3665,28.683810143049755,0.04701321944594383,327620,1
2013_05_28_drive_0006_sync_000585,4,C0C3,27.3665,28.807780486940192,0.05132586881518364,329826,1
2013_05_28_drive_0006_sync_000590,4,C0C3,27.3665,29.359296163546,0.07028959318995476,314792,1
2013_05_28_drive_0006_sync_000595,5,C0C3,27.3665,28.944130535220847,0.05604780092835426,307403,1
2013_05_28_drive_0006_sync_000600,5,C0C3,27.3665,28.56219813921186,0.042764462530612946,305392,1
2013_05_28_drive_0006_sync_000605,5,C0C3,27.3665,27.643817467411452,0.010082465596497059,304639,1
2013_05_28_drive_0006_sync_000610,5,C0C3,27.3665,27.470618851921408,0.0037973904982209206,309371,1
2013_05_28_drive_0006_sync_000615,5,C0C3,27.3665,26.731343047723755,-0.023482863791286945,317100,1
2013_05_28_drive_0006_sync_000620,5,C0C3,27.3665,26.004945833020926,-0.0510328933596611,312509,1
2013_05_28_drive_0006_sync_000625,5,C0C3,27.3665,25.164216947801794,-0.08389661461114883,302578,1
2013_05_28_drive_0006_sync_000630,5,C0C3,27.3665,23.25249538049468,-0.1629071831703186,297350,1
2013_05_28_drive_0006_sync_000635,5,C0C3,27.3665,21.886645710762803,-0.22344297170639038,291753,1
2013_05_28_drive_0006_sync_000640,5,C0C3,27.3665,21.10402983367328,-0.25985562801361084,310775,1
2013_05_28_drive_0006_sync_000645,5,C0C3,27.3665,20.17126029690315,-0.30506080389022827,318085,1
2013_05_28_drive_0006_sync_000650,5,C0C3,27.3665,19.13601463321133,-0.35774749517440796,319347,1
2013_05_28_drive_0006_sync_000655,5,C0C3,27.3665,18.757829383536425,-0.37770840525627136,324076,1
2013_05_28_drive_0006_sync_000660,5,C0C3,27.3665,19.052458214075493,-0.362123504281044,331646,1
2013_05_28_drive_0006_sync_000665,5,C0C3,27.3665,18.320661365637896,-0.4012901782989502,330693,1
2013_05_28_drive_0006_sync_000670,5,C0C3,27.3665,18.97403125874472,-0.36624836921691895,328643,1
2013_05_28_drive_0006_sync_000675,5,C0C3,27.3665,19.14477954886727,-0.3572895675897598,323572,1
2013_05_28_drive_0006_sync_000680,5,C0C3,27.3665,20.43038204440848,-0.29229652881622314,317138,1
2013_05_28_drive_0006_sync_000685,5,C0C3,27.3665,21.34503524235472,-0.24850046634674072,318286,1
2013_05_28_drive_0006_sync_000690,5,C0C3,27.3665,21.718173868050638,-0.23117022216320038,314573,1
2013_05_28_drive_0006_sync_000695,6,C0C3,27.3665,21.28814084460688,-0.25116948783397675,317756,1
2013_05_28_drive_0006_sync_000700,6,C0C3,27.3665,22.814514145507598,-0.18192271888256073,311211,1
2013_05_28_drive_0006_sync_000705,6,C0C3,27.3665,23.41933764825539,-0.15575756132602692,308466,1
2013_05_28_drive_0006_sync_000710,6,C0C3,27.3665,23.91020468457126,-0.13501429557800293,306043,1
2013_05_28_drive_0006_sync_000715,6,C0C3,27.3665,24.917551052143434,-0.09374722093343735,303689,1
2013_05_28_drive_0006_sync_000720,6,C0C3,27.3665,25.710936707681192,-0.06240318343043327,308902,1
2013_05_28_drive_0006_sync_000725,6,C0C3,27.3665,26.12227493798595,-0.04653124138712883,311697,1
2013_05_28_drive_0006_sync_000730,6,C0C3,27.3665,26.43438704207804,-0.034653935581445694,310832,1
2013_05_28_drive_0006_sync_000735,6,C0C3,27.3665,26.06648284463022,-0.04866933077573776,314681,1
2013_05_28_drive_0006_sync_000740,6,C0C3,27.3665,25.67445321594066,-0.06382317841053009,315497,1
2013_05_28_drive_0006_sync_000745,6,C0C3,27.3665,26.016527996489113,-0.05058760941028595,315317,1
2013_05_28_drive_0006_sync_000750,6,C0C3,27.3665,26.287536193083987,-0.040224719792604446,317715,1
2013_05_28_drive_0006_sync_000755,6,C0C3,27.3665,25.697756352323815,-0.06291595101356506,316705,1
2013_05_28_drive_0006_sync_000760,6,C0C3,27.3665,26.13876068802022,-0.045900341123342514,321985,1
2013_05_28_drive_0006_sync_000765,6,C0C3,27.3665,25.952042661334275,-0.05306931585073471,319711,1
2013_05_28_drive_0006_sync_000770,6,C0C3,27.3665,26.359538183718513,-0.03748944774270058,321041,1
2013_05_28_drive_0006_sync_000775,6,C0C3,27.3665,26.32517154968626,-0.03879406303167343,320507,1
2013_05_28_drive_0006_sync_000780,6,C0C3,27.3665,25.763364317519294,-0.06036614254117012,319283,1
2013_05_28_drive_0006_sync_000785,6,C0C3,27.3665,25.181689395430453,-0.08320251852273941,318215,1
2013_05_28_drive_0006_sync_000790,6,C0C3,27.3665,23.594440204859055,-0.14830853790044785,316046,1
2013_05_28_drive_0006_sync_000795,7,C0C3,27.3665,21.502871977274747,-0.24113313108682632,314120,1
2013_05_28_drive_0006_sync_000800,7,C0C3,27.3665,20.477164688806095,-0.2900092899799347,317370,1
2013_05_28_drive_0006_sync_000805,7,C0C3,27.3665,20.314997692838364,-0.29796022176742554,310879,1
2013_05_28_drive_0006_sync_000810,7,C0C3,27.3665,20.631572733827074,-0.2824970781803131,298240,1
2013_05_28_drive_0006_sync_000815,7,C0C3,27.3665,20.234305073171484,-0.3019402027130127,309735,1
2013_05_28_drive_0006_sync_000820,7,C0C3,27.3665,21.67618261580506,-0.23310555517673492,310860,1
2013_05_28_drive_0006_sync_000825,7,C0C3,27.3665,21.139105881309394,-0.2581949532032013,303089,1
2013_05_28_drive_0006_sync_000830,7,C0C3,27.3665,22.882955913219536,-0.17892728745937347,303307,1
